symbol;company_name;sector;industry;country
CSR;D/B/A Centerspace;Real Estate;REIT - Residential;United States of America
CSTL;Castle Biosciences, Inc.;Healthcare;Diagnostics & Research;United States of America
CSV;Carriage Services, Inc.;Consumer Cyclical;Personal Services;United States of America
CSWI;CSW Industrials, Inc.;Industrials;Specialty Industrial Machinery;United States of America
CSX;CSX Corporation;Industrials;Railroads;United States of America
CTAS;Cintas Corporation;Industrials;Specialty Business Services;United States of America
CTBI;Community Trust Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
CTGO;Contango ORE, Inc.;Basic Materials;Gold;United States of America
CTKB;Cytek Biosciences, Inc.;Healthcare;Medical Devices;United States of America
CTLP;Cantaloupe, Inc.;Technology;Information Technology Services;United States of America
CTO;CTO Realty Growth, Inc.;Real Estate;REIT - Diversified;United States of America
CTOS;Custom Truck One Source, Inc.;Industrials;Rental & Leasing Services;United States of America
CTRA;Coterra Energy Inc.;Energy;Oil & Gas E&P;United States of America
CTRE;CareTrust REIT, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
CTRI;Centuri Holdings, Inc.;Utilities;Utilities - Regulated Gas;United States of America
CTRN;Citi Trends, Inc.;Consumer Cyclical;Apparel Retail;United States of America
CTS;CTS Corporation;Technology;Electronic Components;United States of America
CTSH;Cognizant Technology Solutions ;Technology;Information Technology Services;United States of America
CTVA;Corteva, Inc.;Basic Materials;Agricultural Inputs;United States of America
CUBE;CubeSmart;Real Estate;REIT - Industrial;United States of America
CUBI;Customers Bancorp, Inc;Financial Services;Banks - Regional;United States of America
CURB;Curbline Properties Corp.;Real Estate;REIT - Retail;United States of America
CURV;Torrid Holdings Inc.;Consumer Cyclical;Apparel Retail;United States of America
CUZ;Cousins Properties Incorporated;Real Estate;REIT - Office;United States of America
CVBF;CVB Financial Corporation;Financial Services;Banks - Regional;United States of America
CVCO;Cavco Industries, Inc.;Consumer Cyclical;Residential Construction;United States of America
CVEO;Civeo Corporation (Canada);Consumer Cyclical;Lodging;United States of America
CVGI;Commercial Vehicle Group, Inc.;Consumer Cyclical;Auto Parts;United States of America
CVGW;Calavo Growers, Inc.;Consumer Defensive;Food Distribution;United States of America
CVI;CVR Energy Inc.;Energy;Oil & Gas Refining & Marketing;United States of America
CVLG;Covenant Logistics Group, Inc.;Industrials;Trucking;United States of America
CVLT;Commvault Systems, Inc.;Technology;Software - Application;United States of America
CVNA;Carvana Co.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
CVRX;CVRx, Inc.;Healthcare;Medical Devices;United States of America
CVS;CVS Health Corporation;Healthcare;Healthcare Plans;United States of America
CVX;Chevron Corporation;Energy;Oil & Gas Integrated;United States of America
CW;Curtiss-Wright Corporation;Industrials;Aerospace & Defense;United States of America
CWAN;Clearwater Analytics Holdings, ;Technology;Software - Application;United States of America
CWBC;Community West Bancshares;Financial Services;Banks - Regional;United States of America
CWEN;Clearway Energy, Inc.;Utilities;Utilities - Renewable;United States of America
CWEN-A;Clearway Energy, Inc.;Utilities;Utilities - Renewable;United States of America
CWH;Camping World Holdings, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
CWK;Cushman & Wakefield plc;Real Estate;Real Estate Services;United States of America
CWST;Casella Waste Systems, Inc.;Industrials;Waste Management;United States of America
CWT;California Water Service Group;Utilities;Utilities - Regulated Water;United States of America
CXM;Sprinklr, Inc.;Technology;Software - Application;United States of America
CXT;Crane NXT, Co.;Industrials;Specialty Industrial Machinery;United States of America
CXW;CoreCivic, Inc.;Industrials;Security & Protection Services;United States of America
CYH;Community Health Systems, Inc.;Healthcare;Medical Care Facilities;United States of America
CYRX;CryoPort, Inc.;Industrials;Integrated Freight & Logistics;United States of America
CYTK;Cytokinetics, Incorporated;Healthcare;Biotechnology;United States of America
CZFS;Citizens Financial Services, In;Financial Services;Banks - Regional;United States of America
CZNC;Citizens & Northern Corp;Financial Services;Banks - Regional;United States of America
CZR;Caesars Entertainment, Inc.;Consumer Cyclical;Resorts & Casinos;United States of America
D;Dominion Energy, Inc.;Utilities;Utilities - Regulated Electric;United States of America
DAKT;Daktronics, Inc.;Technology;Electronic Components;United States of America
DAL;Delta Air Lines, Inc.;Industrials;Airlines;United States of America
DAN;Dana Incorporated;Consumer Cyclical;Auto Parts;United States of America
DAR;Darling Ingredients Inc.;Consumer Defensive;Packaged Foods;United States of America
DASH;DoorDash, Inc.;Communication Services;Internet Content & Information;United States of America
DAVE;Dave Inc.;Technology;Software - Application;United States of America
DAWN;Day One Biopharmaceuticals, Inc;Healthcare;Biotechnology;United States of America
DAY;Dayforce, Inc.;Technology;Software - Application;United States of America
DBD;Diebold Nixdorf Incorporated;Technology;Software - Application;United States of America
DBI;Designer Brands Inc.;Consumer Cyclical;Footwear & Accessories;United States of America
DBRG;DigitalBridge Group, Inc.;Financial Services;Asset Management;United States of America
DBX;Dropbox, Inc.;Technology;Software - Infrastructure;United States of America
DC;Dakota Gold Corp.;Basic Materials;Gold;United States of America
DCGO;DocGo Inc.;Healthcare;Medical Care Facilities;United States of America
DCI;Donaldson Company, Inc.;Industrials;Specialty Industrial Machinery;United States of America
DCO;Ducommun Incorporated;Industrials;Aerospace & Defense;United States of America
DCOM;Dime Community Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
DCTH;Delcath Systems, Inc.;Healthcare;Medical Devices;United States of America
DD;DuPont de Nemours, Inc.;Basic Materials;Specialty Chemicals;United States of America
DDD;3D Systems Corporation;Technology;Computer Hardware;United States of America
DDOG;Datadog, Inc.;Technology;Software - Application;United States of America
DDS;Dillard's, Inc.;Consumer Cyclical;Department Stores;United States of America
DE;Deere & Company;Industrials;Farm & Heavy Construction Machinery;United States of America
DEA;Easterly Government Properties,;Real Estate;REIT - Office;United States of America
DEC;Diversified Energy Company plc;Energy;Oil & Gas E&P;United States of America
DECK;Deckers Outdoor Corporation;Consumer Cyclical;Footwear & Accessories;United States of America
DEI;Douglas Emmett, Inc.;Real Estate;REIT - Office;United States of America
DELL;Dell Technologies Inc.;Technology;Computer Hardware;United States of America
DENN;Denny's Corporation;Consumer Cyclical;Restaurants;United States of America
DFH;Dream Finders Homes, Inc.;Consumer Cyclical;Residential Construction;United States of America
DFIN;Donnelley Financial Solutions, ;Technology;Software - Application;United States of America
DFS;Discover Financial Services;Financial Services;Credit Services;United States of America
DG;Dollar General Corporation;Consumer Defensive;Discount Stores;United States of America
DGICA;Donegal Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
DGII;Digi International Inc.;Technology;Communication Equipment;United States of America
DGX;Quest Diagnostics Incorporated;Healthcare;Diagnostics & Research;United States of America
DH;Definitive Healthcare Corp.;Healthcare;Health Information Services;United States of America
DHC;Diversified Healthcare Trust;Real Estate;REIT - Healthcare Facilities;United States of America
DHI;D.R. Horton, Inc.;Consumer Cyclical;Residential Construction;United States of America
DHIL;Diamond Hill Investment Group, ;Financial Services;Asset Management;United States of America
DHR;Danaher Corporation;Healthcare;Diagnostics & Research;United States of America
DIBS;1stdibs.com, Inc.;Consumer Cyclical;Internet Retail;United States of America
DIN;Dine Brands Global, Inc. Common;Consumer Cyclical;Restaurants;United States of America
DINO;HF Sinclair Corporation;Energy;Oil & Gas Refining & Marketing;United States of America
DIOD;Diodes Incorporated;Technology;Semiconductors;United States of America
DIS;Walt Disney Company (The);Communication Services;Entertainment;United States of America
DJCO;Daily Journal Corp. (S.C.);Technology;Software - Application;United States of America
DJT;Trump Media & Technology Group ;Communication Services;Internet Content & Information;United States of America
DK;Delek US Holdings, Inc.;Energy;Oil & Gas Refining & Marketing;United States of America
DKL;Delek Logistics Partners, L.P.;Energy;Oil & Gas Refining & Marketing;United States of America
DKNG;DraftKings Inc.;Consumer Cyclical;Gambling;United States of America
DKS;Dick's Sporting Goods Inc;Consumer Cyclical;Specialty Retail;United States of America
DLB;Dolby Laboratories;Industrials;Specialty Business Services;United States of America
DLR;Digital Realty Trust, Inc.;Real Estate;REIT - Specialty;United States of America
DLTR;Dollar Tree, Inc.;Consumer Defensive;Discount Stores;United States of America
DLX;Deluxe Corporation;Industrials;Conglomerates;United States of America
DMRC;Digimarc Corporation;Technology;Information Technology Services;United States of America
DNA;Ginkgo Bioworks Holdings, Inc.;Healthcare;Biotechnology;United States of America
DNB;Dun & Bradstreet Holdings, Inc.;Financial Services;Financial Data & Stock Exchanges;United States of America
DNLI;Denali Therapeutics Inc.;Healthcare;Biotechnology;United States of America
DNOW;DNOW Inc.;Industrials;Industrial Distribution;United States of America
DNTH;Dianthus Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
DNUT;Krispy Kreme, Inc.;Consumer Defensive;Grocery Stores;United States of America
DOC;Healthpeak Properties, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
DOCN;DigitalOcean Holdings, Inc.;Technology;Software - Infrastructure;United States of America
DOCS;Doximity, Inc.;Healthcare;Health Information Services;United States of America
DOCU;DocuSign, Inc.;Technology;Software - Application;United States of America
DOMO;Domo, Inc.;Technology;Software - Application;United States of America
DORM;Dorman Products, Inc.;Consumer Cyclical;Auto Parts;United States of America
DOV;Dover Corporation;Industrials;Specialty Industrial Machinery;United States of America
DOW;Dow Inc.;Basic Materials;Chemicals;United States of America
DOX;Amdocs Limited;Technology;Software - Infrastructure;United States of America
DPZ;Domino's Pizza Inc;Consumer Cyclical;Restaurants;United States of America
DRH;Diamondrock Hospitality Company;Real Estate;REIT - Hotel & Motel;United States of America
DRI;Darden Restaurants, Inc.;Consumer Cyclical;Restaurants;United States of America
DRS;Leonardo DRS, Inc.;Industrials;Aerospace & Defense;United States of America
DRVN;Driven Brands Holdings Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
DSGN;Design Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
